Average Deviations
4.197337218632277850e-03
4.526943712500229242e-03
4.017369625205267566e-03
9.951338030016847191e-03
1.269584268552567848e-02
3.486103913924706865e-02
2.810689684245730111e-02
1.996483499989587865e-02
1.780037877625997508e-02
2.236153328677759414e-02
3.920813860996415212e-02
5.083975919800309828e-02
3.535515593756146518e-02
1.702466376467558218e-02
1.398881831900178861e-02
3.918041402275080493e-02
3.852649179149060521e-02
1.167098929667159668e-02
1.083523417265276102e-02
9.516486319259923402e-03
1.727084976789982143e-02
1.015913539002560526e-02
1.343498485339182993e-02
1.779786910977840600e-02
8.292909887602711166e-03
1.750116691336748090e-02
7.371549049387168644e-03
1.942672700227256535e-02
1.319575271077528221e-02
7.322501483588318184e-03
1.102774465470061915e-02
2.235015037859502604e-02
1.932140792163384094e-02
2.529353365747082083e-02
2.334400001462074228e-02
1.393715695361450249e-02
1.788023124977395489e-02
1.364087148283536950e-02
1.386786214659753262e-02
1.142885848929021432e-02
8.649663616231947558e-03
5.858692906573739236e-03
1.314794494885128222e-02
4.290712562076965178e-03
8.842699518122077232e-03
1.716246438631757742e-02
1.044670161860010785e-02
1.187434899100910969e-02
1.726081266002775158e-02
3.041472999937358881e-02
4.760628526395283694e-02
2.522927621785603369e-02
2.042006054400391166e-02
4.322535733911155725e-02
2.908008585504814544e-02
3.212625342785789540e-02
1.972988529549572073e-02
1.291834343393567265e-02
1.458045097997058212e-02
3.426825109023964893e-05
8.330782316925118211e-03
1.716998318925327255e-02
1.026697279128548253e-02
1.514527813986261441e-02
9.602879054414236934e-03
8.080047695460963048e-03
6.042958280043554502e-03
2.017098733055015802e-02
7.974691489310571993e-03
1.456914625960547063e-02
1.711583308240225906e-02
1.306828458524536551e-02
1.462239926619225867e-02
7.595145256860324871e-03
2.803668007272792223e-02
1.340528953882836119e-02
9.779768566595816587e-03
1.598234261904021153e-02
7.386116018045737509e-03
2.122866186455160328e-02
1.369436025510670923e-02
9.314863202489018223e-03
1.235898330519401463e-02
1.234498802479319125e-02
1.286075272047258050e-02
5.378337049247295006e-03
1.163483212211518375e-02
8.208537274274375906e-03
9.919292182381325013e-03
8.625383183792089542e-03
2.802074989044357756e-02
1.823134818367782087e-02
1.102511107213285414e-02
8.114923697239652747e-03
1.831547191642710071e-02
1.399739372525163165e-02
8.558964231592407212e-03
1.168534529373900857e-02
2.074978146814683913e-02
1.542422751923202065e-02
1.482892984671973884e-02
1.498686418248481450e-02
1.152710213933295924e-02
2.221135759922522254e-02
1.240370159981074062e-02
1.936841995265866853e-02
1.600580066442179247e-02
4.452346477189888380e-02
2.803151086301488432e-02
1.068977854652740540e-02
1.121515576388414960e-02
1.686421809264568306e-02
6.974496680594548768e-03
1.133473512082127516e-02
1.372768576742274677e-02
5.714759751633022127e-03
1.677678860771901828e-02
9.227575322549681422e-03
1.130835001959920594e-02
2.627122089151634823e-02
1.153401266600122266e-02
6.632983397804340098e-03
7.636901717098167064e-03
8.511865743721210020e-03
8.456369501006975528e-03
1.704467344446633503e-02
1.366142525477423778e-02
1.413011764038551304e-02
8.358803127058167526e-03
7.286318621129156750e-03
1.920256120121103388e-02
1.571082383490581685e-02
8.793484806261074246e-03
1.267305406234454923e-02
8.536406201062038401e-03
1.215183092921365976e-02
1.703612182815593401e-02
1.971103644078812944e-02
1.337609709155183901e-02
1.239342608960413046e-02
1.015214632591255293e-02
1.463316664786826204e-02
4.010385564161607179e-03
8.539908873972525127e-03
1.663353821559246382e-02
5.307025854991604362e-03
2.855175802226315313e-02
1.164644357887704637e-02
1.419007535717002090e-02
1.276813100982160214e-02
1.019271865176413390e-02
9.226297502625135580e-03
3.213442971649886799e-03
1.017749820881800465e-02
4.029193668913588072e-03
9.719815446169489948e-03
6.433923046647830810e-03
8.260116329580723463e-03
1.308384933566985112e-02
4.237935771395224573e-03
1.323898095504668498e-02
7.594716846773776585e-03
4.621644326284050398e-03
1.734110995288163856e-02
9.300496651460746569e-03
8.208444968628695118e-03
1.723940123602680369e-02
4.606981870194507174e-03
1.154739783267649117e-02
8.290786122846985698e-03
9.077759385913932236e-03
1.244488668031683808e-02
1.749264724977593263e-02
9.082936932651075948e-03
7.710537598431436296e-03
4.441711005096122405e-03
2.137655935906014951e-02
5.086000032824273924e-03
1.152886481037819835e-02
1.025506145066139470e-02
5.907857035524925748e-03
4.926947272857690532e-03
1.729016326205877821e-02
7.293790789099988126e-03
7.724398146325729686e-03
2.331882749613331876e-02
7.723988625331971308e-03
1.374774463117811076e-02
1.836379992182769066e-02
7.270057748129341371e-03
5.052040182233733141e-03
1.540967199150120731e-02
1.488801110158661199e-02
1.096778659535550642e-02
7.201520043046688926e-03
5.653386135576441394e-03
1.504121861102747371e-02
7.055930027823746099e-03
5.916922410550961089e-03
9.366641932467743847e-03
9.434657743953096115e-03
6.109331644637894243e-03
6.560316860551013325e-03
3.107185020019910364e-03
4.607478804370904873e-03
4.649555362156706194e-03
2.487652520055239763e-02
3.115072235183561841e-03
1.346744895265203530e-03
3.790887756987412153e-03
3.435819764412898544e-03
1.479502190430843217e-02
5.794534849436953558e-03
8.650182863414455567e-03
7.359611872495777293e-03
7.553053966310802753e-03
3.593846814016853856e-03
2.884707677145099784e-03
8.024070400779428208e-03
6.682988771690376480e-03
5.412535884069518549e-03
1.541412223947559966e-02
2.968528768229408005e-02
2.218487332855272748e-02
8.819695219533690497e-03
2.554159039967413697e-02
2.709055087183766947e-02
3.761934991421146679e-02
2.894345030987777873e-02
1.592851925630982962e-02
2.022390730143815499e-02
1.083185290620879496e-02
2.180772412866296625e-02
1.225845463858830225e-02
8.354526005266380353e-03
1.914225695677118991e-02
1.209701334772483351e-02
8.618097183002245212e-03
9.643747818992277898e-03
8.687147917257760296e-03
1.256994219863177310e-02
1.597368276638963872e-02
2.120556162038124068e-02
1.099729063684782779e-02
2.147184317731905268e-02
1.436109014144416537e-02
1.328424517116586975e-02
1.028043317019920570e-02
1.679275428501263850e-02
5.210477844557320597e-03
5.712586230327636704e-03
8.334407594025481855e-03
7.147075744868214980e-03
1.575442023852147502e-02
2.488524417475225514e-02
1.393706459648076310e-02
6.827017712857750588e-03
1.486897016144799084e-02
1.020944930166027380e-02
1.973234275953303710e-02
9.913101107493446987e-03
6.612562560298974532e-03
7.536132661229641427e-03
4.549518284028802872e-03
6.548108676712609093e-03
1.913238961635298913e-02
9.513959902203942415e-03
1.080143041128749093e-02
8.766117925872334016e-03
8.107051891409818023e-03
9.507571839673599132e-03
1.802024379620533953e-02
8.928609585290561354e-03
9.334323291788470395e-03
7.293878702463024548e-03
4.760709373839170679e-03
2.040565296609412466e-02
5.217699899530976737e-03
6.296725523093901940e-03
9.892135704284637371e-03
4.037868494725879200e-03
6.626337683262475617e-03
6.552376002382849507e-03
9.641134696229246986e-03
1.040583815069919503e-02
3.809721138775902950e-03
7.147315979363970569e-03
1.186205727190015394e-02
1.009004491728554380e-02
8.191016715321021782e-03
1.138244976288327499e-02
1.119184187711888025e-02
5.615401225371551182e-03
1.242649648006213282e-02
5.487003070432161685e-03
9.426745628192735940e-03
7.668647068000397637e-03
9.191763107239616856e-03
9.079505839948008583e-03
5.422553078009703827e-03
4.181601190318945567e-03
5.233616706554275987e-03
1.824626307072835241e-02
7.043107065087110888e-03
6.157443455943682406e-03
4.902304015413402882e-03
9.627610354321847891e-03
8.086051165388396036e-03
1.034566846174281816e-02
5.349117556207189268e-03
3.029962377278004604e-03
4.669938185815806532e-03
4.973999785998437992e-03
3.951657446207846626e-03
4.155472298927140318e-03
8.446351542154754630e-03
4.328055164502093294e-03
1.327139870576375669e-02
4.574263823149039669e-03
2.612630651122596100e-16
1.289972786923015112e-02
9.107376249524071904e-03
2.842885667883427239e-03
2.975937549636431968e-03
7.191116121440038582e-03
4.316919345188843446e-03
4.567192158105105697e-03
2.854484280002407125e-03
3.287075133287695530e-03
1.147153048279080101e-02
3.127014782222692444e-03
3.195750718783701202e-03
6.188411955148983776e-03
9.525740414489282729e-03
1.133709541204841811e-02
4.351196679228260325e-03
3.199106349088838303e-03
4.736416148400795362e-03
4.799917958281153113e-03
4.885150875679795598e-03
1.035069637345164932e-02
1.602021505618859282e-02
5.758288549374154970e-03
6.430455918732431997e-03
2.583910808660436816e-03
2.921711334754175781e-03
7.974628649787667348e-03
3.492005039894698504e-03
3.810086401919291540e-03
1.097126697921302872e-02
6.789036990243768090e-03
8.167840919288665152e-03
8.744121116737141319e-03
8.028337197596709801e-03
7.201364608633960968e-03
9.896688835733198630e-03
1.375032215921297152e-02
1.182464654743531872e-02
8.511662840533677082e-03
9.366331849205902088e-03
6.328707852210921879e-03
6.367076095448358578e-03
1.972374834531024149e-02
3.450340217359391948e-02
9.648756908386485476e-03
6.632708250474564013e-03
1.233025185942475919e-02
7.999666728163183291e-03
1.973905925709647929e-02
8.555924334073761184e-03
1.955618444324082328e-02
1.028058095958575210e-02
1.437356365693460460e-02
2.055466384539968855e-02
9.073443561360626866e-03
6.419574278595820832e-03
6.471269547081152061e-03
6.467635273664480190e-03
5.155204061935339706e-03
8.743344129911722121e-03
1.225294386097258541e-02
8.914848323256334417e-03
6.406493070340635310e-03
1.549463949421421398e-02
2.633106280903161484e-02
2.625078509294555620e-02
2.343066501458895834e-02
1.345275672402538279e-02
2.212404119308866018e-02
1.411897440204125213e-02
1.044401242553034785e-02
7.491119935101982902e-03
9.573296522534064865e-03
8.440434378852838121e-03
1.664453355421425737e-02
1.105393450650787174e-02
5.267153229237230873e-03
9.048374875714849247e-03
1.020813354756640833e-02
1.005768142579945533e-02
1.407719752560400266e-02
5.399970045497155119e-03
1.194837155250712615e-02
5.664409616329217287e-03
3.459379131774287935e-03
1.167073820234569917e-02
5.682777695495364392e-03
